Категория,Название,Остаток,Цена,Артикул,Компания,Откуда,Объем
Декоративная лепнина,"CX106 карниз Дюрополимер 200 x 11,8 x 11,7",Остаток Алматы: 37 шт,14 250 KZT,CX106,ORAC Decor,Бельгия,Не указан
Декоративная лепнина,"CX126 карниз Дюрополимер 200 x 8,7 x 8,7",Остаток Алматы: 28 шт,11 500 KZT,CX126,ORAC Decor,Бельгия,Не указан
Декоративная лепнина,"PX117 молдинг Дюрополимер 200 x 3,463 x 1,472",Остаток Алматы: 24 шт,4 300 KZT,PX117,ORAC Decor,Бельгия,Не указан
Декоративная лепнина,Монтажный клей ORAC DECOFIX PRO FDP550 310 мл,Остаток Алматы: 13 шт,4 850 KZT,FDP550,ORAC Decor,Бельгия,310 мл
Декоративная лепнина,"SX138 плинтус  200 x 13,8 x 1,5",Остаток Алматы: 13 шт,13 300 KZT,SX138,ORAC Decor,Бельгия,Не указан
Декоративная лепнина,Монтажный клей ORAC DECOFIX POWER FDP700 290 мл,Остаток Алматы: 11 шт,12 000 KZT,FDP700,ORAC Decor,Бельгия,Не указан
Декоративная лепнина,SX207 плинтус,Остаток Алматы: 11 шт,26 200 KZT,SX207,ORAC Decor,Бельгия,Не указан
Декоративная лепнина,"SX173 плинтус  200 x 10 x 1,6",Остаток Алматы: 1 шт,8 000 KZT,SX173,ORAC Decor,Бельгия,Не указан
Декоративная лепнина,FL350 ORAC шпатлевка 310 ml,Остаток Алматы: 8 шт,5 550 KZT,FL350,ORAC Decor,Бельгия,310 мл
Декоративная лепнина,"SX183 плинтус Дюрополимер 200 х 7,5 х 1,3",Остаток Алматы: 6 шт,6 200 KZT,SX183,ORAC Decor,Бельгия,Не указан
Декоративная лепнина,W111 декоративная панель 200 х 25 х 2,Остаток Алматы: 6 шт,48 900 KZT,W111,ORAC Decor,Бельгия,Не указан
Декоративная лепнина,SX194 плинтус гибкий  200 x 1 x 2,Остаток Алматы: 5 шт,14 000 KZT,SX194F,ORAC Decor,Бельгия,Не указан
Декоративная лепнина,"CX127 карниз Дюрополимер 200 x 9,4 x 9,4",Остаток Алматы: 5 шт,12 800 KZT,CX127,ORAC Decor,Бельгия,Не указан
Декоративная лепнина,SX194 плинтус  200 x 1 x 2,Остаток Алматы: 4 шт,2 550 KZT,SX194,ORAC Decor,Бельгия,Не указан
Декоративная лепнина,"C307 карниз полиуретан 200 x 19,5 x 19,5",Остаток Алматы: 4 шт,56 800 KZT,C307,ORAC Decor,Бельгия,Не указан
Декоративная лепнина,Стыковочный клей ORAC DECOFIX EXTRA FX250 310 мл,Остаток Алматы: 3 шт,15 400 KZT,FX250 (310 мл),ORAC Decor,Бельгия,310 мл
Декоративная лепнина,"SX184 плинтус Дюрополимер 200 х 11 х 1,3",Остаток Алматы: 3 шт,8 000 KZT,SX184,ORAC Decor,Бельгия,Не указан
Декоративная лепнина,"W109 декоративная панель 200 х 25 х 1,3",Остаток Алматы: 3 шт,43 700 KZT,W109,ORAC Decor,Бельгия,Не указан
Декоративная лепнина,Монтажный клей ORAC DECOFIX PRO FDP500 310 мл,Остаток Алматы: 2 шт,5 100 KZT,FDP500,ORAC Decor,Бельгия,Не указан
Декоративная лепнина,"SX163 плинтус Дюрополимер 200 х 10,2 х 1,3",Остаток Алматы: 2 шт,8 000 KZT,SX163,ORAC Decor,Бельгия,Не указан
Декоративная лепнина,"SX182 плинтус Дюрополимер 200 х 5 х 1,3",Остаток Алматы: 2 шт,5 700 KZT,SX182,ORAC Decor,Бельгия,Не указан
Декоративная лепнина,WX210F ORAC Wдекоративная панель,Остаток Алматы: 2 шт,66 750 KZT,WX210F,ORAC Decor,Бельгия,Не указан
Декоративная лепнина,W214 декоративная панель,Остаток Алматы: 1 шт,78 000 KZT,W214,ORAC Decor,Бельгия,Не указан
Декоративная лепнина,PX209 молдинг Дюрополимер,Остаток Алматы: 1 шт,2 750 KZT,PX209,ORAC Decor,Бельгия,Не указан
Декоративная лепнина,"R17  Потолочная розетка Диаметр 47 см (Высота: 3,5 см)",Остаток Алматы: 1 шт,36 100 KZT,R17,ORAC Decor,Бельгия,Не указан
Декоративная лепнина,W216 декоративная панель,Остаток Алматы: 1 шт,55 700 KZT,W216,ORAC Decor,Бельгия,Не указан
Декоративная лепнина,"SX182F плинтус гибкий Дюрополимер 200 х 5 х 1,3",Остаток Алматы: 1 шт,26 500 KZT,SX182F,ORAC Decor,Бельгия,Не указан
Декоративная лепнина,"W108 декоративная панель 200 х 25 х 1,8",Остаток Алматы: 1 шт,43 800 KZT,W108,ORAC Decor,Бельгия,Не указан
Декоративная лепнина,"C334 карниз полиуретан 200 x 15 x 19,6",Остаток Алматы: 1 шт,42 000 KZT,C334,ORAC Decor,Бельгия,Не указан
Грунтовки,Dufa Грунт TIEFGRUND RD314 LF  5л,Остаток Алматы: 100 шт,6 640 KZT,Н0000000018,DUFA,Германия,5 л
Грунтовки,Грунт-эмаль Marshall ANTICORR AQUA полуглянцевая BW 9л,Остаток Алматы: 43 шт,78 880 KZT,5316073,Marshall,Турция,9 л
Грунтовки,Export base грунтовка универсальная  10,Остаток Алматы: 31 шт,15 720 KZT,5195021,Marshall,Турция,10 л
Грунтовки,Грунт CRILUX   LT. 1,Остаток Алматы: 18 шт,19 300 KZT,OISCRI000E,Oikos,Италия,1 л
Грунтовки,"Грунт универсальный акриловый KELLY-MOORE General Purpose (цвет- white, satin), банка 0,946л",Остаток Алматы: 16 шт,22 250 KZT,200-100-1Q,KELLY-MOORE,Америка,"0,946 л"
Грунтовки,"Грунт-эмаль ANTICORR AQUA BW 0,5л",Остаток Алматы: 11 шт,6 370 KZT,5255605,Marshall,Турция,"0,5 л"
Грунтовки,"Грунтовка Architects All Surface Primer, белая база 0,75л, Paint&Paper Library",Остаток Алматы: 12 шт,33 000 KZT,PLASP075,PPL(Paint&Paper Library),Англия,"0,75 л"
Грунтовки,Грунт-эмаль ANTICORR AQUA BW 2л,Остаток Астана: 10 шт,20 600 KZT,5255646,Marshall,Турция,2 л
Грунтовки,"Dufa HOME Special Primer   0,9л",Остаток Алматы: 7 шт,10 620 KZT,МП00-012382,DUFA,Германия,"0,9 л"
Грунтовки,Грунтовка универсальная Bindo base   9,Остаток Алматы: 6 шт,21 780 KZT,5360774,Dulux,Англия,9 л
Грунтовки,"Dufa HOME Special Primer   2,5л",Остаток Алматы: 4 шт,26 910 KZT,МП00-012383,DUFA,Германия,"2,5 л"
Грунтовки,"Грунт универсальный акриловый KELLY-MOORE General Purpose (цвет: white, satin), банка 3,78л",Остаток Алматы: 7 шт,64 250 KZT,200-100-1G,KELLY-MOORE,Америка,"3,78 л"
Грунтовки,Грунтовка акриловая Argile 10л,Остаток Алматы: 4 шт,179 740 KZT,ASP10,Argile,Франция,10 л
Грунтовки,"Кварцевая грунт-краска BASE QUARTZ, 1 л",Остаток Алматы: 4 шт,8 814 KZT,MD BQ-015,Maitre Deco,Франция,1 л
Грунтовки,"Грунт-эмаль ANTICORR AQUA BC 0,5 л",Остаток Астана: 4 шт,5 650 KZT,5255647,Marshall,Турция,"0,5 л"
Грунтовки,Dufa HOME Special Primer   9л,Остаток Алматы: 2 шт,89 650 KZT,МП00-012384,DUFA,Германия,9 л
Грунтовки,Грунт IL PRIMER   LT. 4,Остаток Алматы: 3 шт,85 200 KZT,OISPRI000D,Oikos,Италия,4 л
Грунтовки,Грунт FLEXIGRAP P/BIANCO    LT. 1,Остаток Алматы: 1 шт,16 600 KZT,TF0000000E,Oikos,Италия,1 л
Грунтовки,"Грунт AMORCE, 5 л",Остаток Алматы: 2 шт,10 396 KZT,MD AM-05,Maitre Deco,Франция,5 л
Грунтовки,MAESTRO фасадная грунтовка 10л  10,Остаток Астана: 2 шт,14 760 KZT,5183681,Marshall,Турция,10 л
Грунтовки,"Грунтовка Architects All Surface Primer, э-темная база 0,75л, Paint&Paper Library",Остаток Алматы: 2 шт,33 000 KZT,PLASPE075,PPL(Paint&Paper Library),Англия,"0,75 л"
Грунтовки,Грунт Milq Uni-primer 2 in 1 10 л,Остаток Астана: 2 шт,40 200 KZT,00-00009792-10,Milq,Россия,10 л
Грунтовки,"Грунт-краска Сharmant Fond акрил-уретановая 2,7 л",Остаток Алматы: 1 шт,49 500 KZT,00-00010124-27,Charmant,Россия,"2,7 л"
Грунтовки,"Грунтовка Architects All Surface Primer, э-темная база 2,5л, Paint&Paper Library",Остаток Алматы: 2 шт,69 050 KZT,PLASPE25,PPL(Paint&Paper Library),Англия,"2,5 л"
Грунтовки,Грунт IL PRIMER  LT. 1,Остаток Астана: 1 шт,27 300 KZT,OISPRI000E,Oikos,Италия,1 л
Грунтовки,Грунтовка  Сharmant Stable акрил-уретановая глубокого проникновения 9 л,Остаток Алматы: 1 шт,107 000 KZT,00-00010123-90,Charmant,Россия,9 л
Грунтовки,Грунт Milq Uni-primer 2 in 1 3 л,Остаток Астана: 1 шт,13 700 KZT,00-00009792-30,Milq,Россия,3 л
Грунтовки,"Грунт FLEXIGRAP LISCIO B.CO LT. 1,",Остаток Алматы: 1 шт,16 600 KZT,TF0L00000E,Oikos,Италия,1 л
Грунтовки,"Грунтовка  Сharmant Stable акрил-уретановая глубокого проникновения 2,7 л",Остаток Астана: 1 шт,34 500 KZT,00-00010123-27,Charmant,Россия,"2,7 л"
Антисептики,WOODEX AQUA CLASSIC CLEAR лессирующее средство для древесины  9,Остаток Алматы: 3 шт,70 300 KZT,9422003010,Teknos,Финляндия,9 л
Антисептики,"WOODEX AQUA CLASSIC CLEAR лессирующее средство для древесины  0,9",Остаток Алматы: 3 шт,9 200 KZT,9422003001,Teknos,Финляндия,"0,9 л"
Антисептики,"WOODEX AQUA CLASSIC CLEAR лессирующее средство для древесины  2,7",Остаток Алматы: 2 шт,25 840 KZT,9422003003,Teknos,Финляндия,"2,7 л"
Антисептики,"WOODEX CLASSIC CLEAR лессирующее средство для древесины  2,7",Остаток Алматы: 1 шт,27 550 KZT,9443003003,Teknos,Финляндия,"2,7 л"
